Date,Equity,DrawdownPct,DrawdownDuration
2021-07-01 09:15:00,10000.0,0.0,
2021-07-01 09:20:00,10000.0,0.0,
2021-07-01 09:25:00,10000.0,0.0,
2021-07-01 09:30:00,10000.0,0.0,
2021-07-01 09:35:00,10000.0,0.0,
2021-07-01 09:40:00,10000.0,0.0,
2021-07-01 09:45:00,10000.0,0.0,
2021-07-01 09:50:00,10000.0,0.0,
2021-07-01 09:55:00,10000.0,0.0,
2021-07-01 10:00:00,10000.0,0.0,
2021-07-01 10:05:00,10000.0,0.0,
2021-07-01 10:10:00,10000.0,0.0,
2021-07-01 10:15:00,10000.0,0.0,
2021-07-01 10:20:00,10000.0,0.0,
2021-07-01 10:25:00,10000.0,0.0,
2021-07-01 10:30:00,10000.0,0.0,
2021-07-01 10:35:00,10000.0,0.0,
2021-07-01 10:40:00,10000.0,0.0,
2021-07-01 10:45:00,10000.0,0.0,
2021-07-01 10:50:00,10000.0,0.0,
2021-07-01 10:55:00,10000.0,0.0,
2021-07-01 11:00:00,10000.0,0.0,
2021-07-01 11:05:00,10000.0,0.0,
2021-07-01 11:10:00,10000.0,0.0,
2021-07-01 11:15:00,10000.0,0.0,
2021-07-01 11:20:00,10000.0,0.0,
2021-07-01 11:25:00,10000.0,0.0,
2021-07-01 11:30:00,10000.0,0.0,
2021-07-01 11:35:00,10000.0,0.0,
2021-07-01 11:40:00,10000.0,0.0,
2021-07-01 11:45:00,10000.0,0.0,
2021-07-01 11:50:00,10000.0,0.0,
2021-07-01 11:55:00,10000.0,0.0,
2021-07-01 12:00:00,10000.0,0.0,
2021-07-01 12:05:00,10000.0,0.0,
2021-07-01 12:10:00,10000.0,0.0,
2021-07-01 12:15:00,10000.0,0.0,
2021-07-01 12:20:00,10000.0,0.0,
2021-07-01 12:25:00,10000.0,0.0,
2021-07-01 12:30:00,10000.0,0.0,
2021-07-01 12:35:00,10000.0,0.0,
2021-07-01 12:40:00,10000.0,0.0,
2021-07-01 12:45:00,10000.0,0.0,
2021-07-01 12:50:00,10000.0,0.0,
2021-07-01 12:55:00,10000.0,0.0,
2021-07-01 13:00:00,10000.0,0.0,
2021-07-01 13:05:00,10000.0,0.0,
2021-07-01 13:10:00,10000.0,0.0,
2021-07-01 13:15:00,10000.0,0.0,
2021-07-01 13:20:00,10000.0,0.0,
2021-07-01 13:25:00,10000.0,0.0,
